building_id,lon,lat,area_m2,tipo,parcel_capakey,parcel_niscode,nis_total_edificios,nis_pct_pre1946,nis_pct_post1981,nis_pct_calefaccion,nis_viviendas,nis_epeil_medio
565896C7-EB6D-4CC0-9EC0-03FB9F24AC88,5.5662334,50.639605,,Habitation,62813E0551/00L000,62813,,,,,,
7CF15428-C27A-4E44-A404-30A542576FE8,5.5662882,50.639359,,Habitation,62813E0568/00A000,62813,,,,,,
46986921-0C7A-41D6-B366-A17B0A326658,5.566393,50.6390324,,Habitation,62803B0072/00A000,62803,,,,,,
823FECEA-4713-43A6-BA00-81407DA628FB,5.566181,50.6393963,,Annexe,62813E0570/00W000,62813,,,,,,
0E41F70C-AC7C-4811-8C31-F31C757F701C,5.5709885,50.6388105,,Annexe,62803A1525/00N000,62803,,,,,,
A37E222F-07D8-40A3-AC55-4D1D3C2C6FD3,5.5676325,50.6417173,,Annexe,62803A1199/00N000,62803,,,,,,
2275CAAC-9BCB-491A-A9A0-3EDA8F267C71,5.5737147,50.6432338,,Annexe,62063A0152/00C000,62063,67972,63.3,8.2,52.6,111690,
FEAEFA89-20B4-4B24-9A1D-0D46AB85E115,5.5742762,50.64477,,Habitation,62063A0196/00E000,62063,67972,63.3,8.2,52.6,111690,
77D94B0F-477E-4CCA-A2F1-12C1907A430E,5.5702899,50.6425588,,Habitation,62803A1103/00A000,62803,,,,,,
749D35DF-080E-489F-8223-D4AF8BFCF19A,5.5731508,50.642047,,Annexe,62063A0894/00N000,62063,67972,63.3,8.2,52.6,111690,
10F3AD2F-14C0-4821-B8C9-D2F2B4E38286,5.5797072,50.6413452,,Habitation,62816D0032/00G000,62816,,,,,,
32359642-6B21-42B5-A58D-3648ADB40886,5.5657208,50.6381905,,Administration,,,,,,,,
97C3837F-9296-46CC-9BAC-08874FE09E6F,5.5672652,50.6422698,,Annexe,62803A1058/00Z000,62803,,,,,,
4BC2F0B9-6695-4B4A-9F23-958CEF58A34A,5.5657468,50.6406701,,Annexe,62813E0392/00W000,62813,,,,,,
C867C0B8-4C6E-497A-A65A-5A9DCBFF4F4A,5.5671734,50.6435516,,Habitation,62803A1049/00L000,62803,,,,,,
CCF5006F-5358-4395-A818-9BCC6218F378,5.5747328,50.6450863,,Commerce ou service,62063B0797/00B000,62063,67972,63.3,8.2,52.6,111690,
B387AC05-17CD-4BD1-A059-CB6DF8BA3317,5.5793991,50.6393912,,Scolaire,62816D0317/00C002,62816,,,,,,
00B9D277-B2B7-425D-99A9-2EB0FFAADEDB,5.5757695,50.6427043,,Annexe,62063A1770/00A000,62063,67972,63.3,8.2,52.6,111690,
90CE8A6E-1AA7-4F50-86F2-517CE94347E7,5.5703768,50.6424964,,Habitation,62803A1104/00R000,62803,,,,,,
CFAAD1EB-5716-4697-907E-57651C51088F,5.5684624,50.643883,,Habitation,62803A1045/00W000,62803,,,,,,
9E3A767F-B31A-4F0E-8572-A4C5974D6059,5.5726297,50.6438902,,Annexe,62063A0131/00N000,62063,67972,63.3,8.2,52.6,111690,
10F547F5-4094-4CAC-AD8F-57667C5BFFE8,5.5709729,50.6411173,,Habitation,62803A1282/00A000,62803,,,,,,
B6A4B512-9CE5-4286-A88F-06D5D8A0EE96,5.5780535,50.6447609,,Annexe,62810C1170/00A000,62810,,,,,,
B2D97371-028E-4D2C-9A37-0368C7B76AA4,5.5708834,50.6425143,,Annexe,62063A1006/00B002,62063,67972,63.3,8.2,52.6,111690,
