numero_dpe,date_etablissement_dpe,id_rnb,identifiant_ban,adresse_ban,code_postal_ban,nom_commune_ban,code_departement_ban,type_batiment,periode_construction,annee_construction,surface_habitable_logement,etiquette_dpe,etiquette_ges,conso_5_usages_par_m2_ep,rnb_status,rnb_lon,rnb_lat,rnb_insee_code,rnb_n_addresses,rnb_match,bdnb_batiment_groupe_id,bdnb_hauteur,bdnb_s_geom_cstr,bdnb_altitude_sol,bdnb_annee_construction,bdnb_mat_mur,bdnb_mat_toit,bdnb_nb_niveau,bdnb_nb_log,bdnb_usage,bdnb_alea_argiles,alea_argiles_final,alea_argiles_source
2675E1536982U,2026-06-08,8HJZCY4EYHQ1,75115_0890_00009_b,9b Rue des Bergers 75015 Paris,75015,Paris,75,appartement,avant 1948,,13.5,D,D,335,constructed,2.282853822780654,48.84440294791648,75115,1,adresse_ban,bdnb-bg-3VGY-QVWB-E1AE,22.8,384,26.4,1850,BRIQUES - PIERRE,TUILES,7,88,Résidentiel collectif,,Non exposé,Géorisques
2675E1530084M,2026-06-08,PQR86DTBP1VS,75111_6989_00018,18 Rue Pache 75011 Paris,75011,Paris,75,appartement,avant 1948,,32.3,E,B,302,constructed,2.382866230873393,48.85917130318823,75111,2,adresse_ban,bdnb-bg-5VXC-DTZ5-985W,20.3,200,42.9,1887,BRIQUES - PIERRE,ZINC ALUMINIUM,7,24,Résidentiel collectif,,Non exposé,Géorisques
2675E1530923T,2026-06-08,EV6NWNAAFZ6V,75112_4394_00005,5 Rue Guillaumot 75012 Paris,75012,Paris,75,appartement,avant 1948,,47.2,E,C,305,constructed,2.37736196703352,48.84544073788223,75112,1,adresse_ban,bdnb-bg-9TH3-JGBS-5368,23.3,187,35.1,1930,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,7,19,Résidentiel collectif,,Non exposé,Géorisques
2675E1537032S,2026-06-08,Y7RTBPBJ37QZ,75111_7090_00009,9 Rue Pasteur 75011 Paris,75011,Paris,75,appartement,avant 1948,,52,D,D,183,constructed,2.375249748822145,48.86221433739957,75111,1,adresse_ban,bdnb-bg-TXA4-G311-THL2,18.8,235,35.2,1890,PIERRE,ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1532746W,2026-06-08,H381GV9XEKCX,75115_3498_00062,62 Rue Falguière 75015 Paris,75015,Paris,75,appartement,1948-1974,1962,62.1,C,C,144,constructed,2.313160985433535,48.84105572001877,75115,4,adresse_ban,bdnb-bg-8QY6-NJFJ-9N7N,21.3,270,50.4,1954,BETON - BRIQUES,ARDOISES - ZINC ALUMINIUM,8,34,Résidentiel collectif,,Non exposé,Géorisques
2675E1529831T,2026-06-08,VYQ7MF1B6TFZ,75110_3086_00022,22 Rue des Ecluses Saint-Martin 75010 Paris,75010,Paris,75,appartement,1978-1982,1981,31.6,C,C,193,constructed,2.366678717608229,48.87709564156788,75110,9,adresse_ban,bdnb-bg-3NJT-9L9C-Z3T5,28.5,1969,46.3,1981,INDETERMINE,INDETERMINE,9,191,Résidentiel collectif,,Non exposé,Géorisques
2675E1533980I,2026-06-08,1KG5KPM4ZWN4,75114_4590_00002_b,2b Rue Henri Regnault 75014 Paris,75014,Paris,75,appartement,avant 1948,,33,G,C,509,constructed,2.330786912999878,48.824571404449884,75114,1,adresse_ban,bdnb-bg-FVRY-XUP6-NNSA,22.0,194,71.7,1880,MEULIERE,ZINC ALUMINIUM,7,28,Résidentiel collectif,,Non exposé,Géorisques
2675E1527514Q,2026-06-08,A64RK288ADVA,75115_2466_00031,31 Rue de Cronstadt 75015 Paris,75015,Paris,75,appartement,avant 1948,1920,79.9,D,D,246.6,constructed,2.301678431485059,48.833591424121195,75115,1,adresse_ban,bdnb-bg-HVAC-RWDA-2MSM,23.7,183,51.4,1925,BRIQUES,BETON,8,16,Résidentiel collectif,,Non exposé,Géorisques
2675E1537804K,2026-06-08,8P4D2JPEN1HM,75108_6645_00008,8 Rue Murillo 75008 Paris,75008,Paris,75,appartement,avant 1948,,12.6,C,C,186,constructed,2.308572218751061,48.87805589860727,75108,2,adresse_ban,bdnb-bg-A51R-MCLZ-UEP6,17.4,760,47.0,1860,PIERRE,TUILES,5,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1528199Z,2026-06-08,YK533VSQ8TER,75114_1932_00006_b,6b Rue de Châtillon 75014 Paris,75014,Paris,75,appartement,avant 1948,1850,62,C,A,149,constructed,2.324187161232478,48.82744067421605,75114,1,adresse_ban,bdnb-bg-J21Q-HHWV-AMWV,8.9,69,65.8,1920,BRIQUES - PIERRE,TUILES,2,3,Tertiaire & Autres,,Non exposé,Géorisques
2675E1534791N,2026-06-08,PACEMG7MV9XB,75112_3981_00021,21 Passage Gatbois 75012 Paris,75012,Paris,75,appartement,avant 1948,1876,27.4,F,C,363,constructed,2.379624682671252,48.844807221042586,75112,1,adresse_ban,bdnb-bg-E3KJ-LFBC-XVXN,18.4,167,35.1,1876,BRIQUES - MEULIERE,TUILES,5,19,Résidentiel collectif,,Non exposé,Géorisques
2675E1530040U,2026-06-08,GYYKV531GDJ8,75115_3498_00085_b,85b Rue Falguière 75015 Paris,75015,Paris,75,appartement,1989-2000,,72,C,A,112,constructed,2.31225140879699,48.83948785928641,75115,2,adresse_ban,bdnb-bg-EKW9-UJRD-XXFA,2.8,240,53.0,1991,INDETERMINE,INDETERMINE,11,205,Résidentiel collectif,,Non exposé,Géorisques
2675E1539037V,2026-06-08,AYZW98RGJ35B,75112_5063_00008,8 Rue Jules César 75012 Paris,75012,Paris,75,appartement,1975-1977,,85.4,C,C,138,constructed,2.368992716342783,48.84869664734741,75112,2,adresse_ban,bdnb-bg-Q78J-6337-91FJ,24.0,780,35.0,1976,BETON,AUTRES,9,37,Résidentiel collectif,,Non exposé,Géorisques
2675E1532183F,2026-06-08,5A7QCPDE8KCD,75115_0463_00020,20 Rue de l'Armorique 75015 Paris,75015,Paris,75,appartement,1948-1974,,36,C,C,150,constructed,2.314451450901791,48.838940428397365,75115,3,adresse_ban,bdnb-bg-BE1N-6U4K-TVFM,4.0,78,59.9,1970,INDETERMINE,INDETERMINE,11,84,Résidentiel collectif,,Non exposé,Géorisques
2675E1538642Q,2026-06-08,WFWRKQSK4FEW,75118_1614_00051,51 Rue Caulaincourt 75018 Paris,75018,Paris,75,appartement,avant 1948,,27.3,E,C,354,constructed,2.334421995778968,48.88935927075191,75118,1,adresse_ban,bdnb-bg-WBE5-64QE-KAX1,30.2,225,82.3,1880,PIERRE,ZINC ALUMINIUM,8,18,Résidentiel collectif,,Non exposé,Géorisques
2675E1528185L,2026-06-08,22W5V1QQ8CTM,75103_6817_00010,10 Rue de Normandie 75003 Paris,75003,Paris,75,appartement,avant 1948,,30.4,C,A,176,constructed,2.364164192324693,48.86363402340871,75103,2,adresse_ban,bdnb-bg-JE7T-7MDT-DZJC,14.1,283,37.0,1900,PIERRE,TUILES,4,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1534749X,2026-06-08,8SZ35PFQFY51,75109_6125_00015,15 Rue Marie-Éléonore de Bellefond 75009 Paris,75009,Paris,75,appartement,avant 1948,,38.5,E,E,258,constructed,2.347423220610493,48.877594720081085,75109,1,adresse_ban,bdnb-bg-LQGC-YLKT-MFYE,23.2,380,40.6,2008,BRIQUES - MEULIERE,INDETERMINE,7,64,Résidentiel collectif,,Non exposé,Géorisques
2675E1532820S,2026-06-08,P5MJNA5EGH5N,75116_9706_00146,146 Avenue de Versailles 75016 Paris,75016,Paris,75,appartement,2013-2021,2017,18.5,C,A,187,constructed,2.266073861531958,48.841509397536996,75116,1,adresse_ban,bdnb-bg-DQRN-E1J9-6C7L,11.5,186,34.8,1890,AGGLOMERE,ARDOISES - TUILES,3,3,Résidentiel collectif,,Non exposé,Géorisques
2675E1530136M,2026-06-08,CRR66WANVSX9,75110_6122_00013,13 Rue de Marseille 75010 Paris,75010,Paris,75,appartement,avant 1948,,32.8,E,C,315,constructed,2.363495313245034,48.8717802441179,75110,1,adresse_ban,bdnb-bg-SK5V-ZD6X-9MEE,18.6,350,35.0,1860,BRIQUES,ZINC ALUMINIUM,7,38,Résidentiel collectif,,Non exposé,Géorisques
2675E1538424G,2026-06-08,ABZQMXXEVP8F,75106_8151_00105,105 Rue de Rennes 75006 Paris,75006,Paris,75,appartement,avant 1948,,114.3,D,D,225,constructed,2.328744938807151,48.84872789111394,75106,2,adresse_ban,bdnb-bg-F2X7-3C5H-X2WE,23.2,156,40.0,1880,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,7,Résidentiel collectif,,Non exposé,Géorisques
2675E1539035T,2026-06-08,NP6HDFA4K4YE,75104_8009_00029,29 Rue Rambuteau 75004 Paris,75004,Paris,75,appartement,avant 1948,,41.5,D,B,218,constructed,2.354086486074841,48.860825718614876,75104,2,adresse_ban,bdnb-bg-9AAW-5PEN-PS9Y,17.6,143,36.0,1900,INDETERMINE,INDETERMINE,7,12,Résidentiel collectif,,Non exposé,Géorisques
2675E1527441V,2026-06-08,S7ASM624ZEPA,75116_9957_00018,18 Rue Weber 75016 Paris,75016,Paris,75,appartement,avant 1948,,393.2,C,C,134,constructed,2.281759075040801,48.87529375351667,75116,1,adresse_ban,bdnb-bg-W9AT-8FNH-A8XW,11.3,95,42.9,1905,PIERRE,ARDOISES,4,1,Résidentiel individuel,,Non exposé,Géorisques
2675E1530020A,2026-06-08,5RCYZ68QJZGY,75105_8705_00009,9 Boulevard Saint-Michel 75005 Paris,75005,Paris,75,appartement,avant 1948,,103.7,D,D,181,constructed,2.343856178367224,48.85220205435896,75105,1,adresse_ban,bdnb-bg-XF6D-912M-7UDN,17.4,459,35.9,1858,PIERRE,ZINC ALUMINIUM,7,11,Tertiaire & Autres,,Non exposé,Géorisques
2675E1538849P,2026-06-08,AVYHYBM4GND8,75112_0881_00147,147 Rue de Bercy 75012 Paris,75012,Paris,75,appartement,1948-1974,1971,42.7,D,D,247.2,constructed,2.376211798612874,48.84102113677807,75112,2,adresse_ban,bdnb-bg-PFF9-NBJL-3RF7,33.3,1483,33.0,1971,INDETERMINE,INDETERMINE,16,196,Résidentiel collectif,,Non exposé,Géorisques
2675E1537991P,2026-06-08,23QTY4RTB1E5,75117_5951_00160,160 Boulevard Malesherbes 75017 Paris,75017,Paris,75,appartement,avant 1948,,17.1,G,C,674,constructed,2.306050486390488,48.88677062386806,75117,1,adresse_ban,bdnb-bg-275L-19R1-41AL,4.7,26,43.0,1880,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1525881V,2026-06-08,RJZCYNND8D6Z,75108_4921_00026,26 Rue Jean Mermoz 75008 Paris,75008,Paris,75,appartement,avant 1948,,226.5,E,C,328,constructed,2.312004387217909,48.871244609620405,75108,3,adresse_ban,bdnb-bg-E813-B3WV-M9QY,19.2,335,33.2,1890,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,14,Résidentiel collectif,,Non exposé,Géorisques
2675E1534083H,2026-06-08,97GKXR44D6A4,75120_8022_00021,21 Rue Ramus 75020 Paris,75020,Paris,75,appartement,avant 1948,,86.7,E,E,304,constructed,2.398906088388026,48.86224976455807,75120,1,adresse_ban,bdnb-bg-V8H3-ZTEZ-B3LG,8.7,199,87.8,1870,BRIQUES - AUTRES,INDETERMINE,2,1,Résidentiel individuel,,Non exposé,Géorisques
2675E1529386Q,2026-06-08,TZ55WKS921K9,75114_2794_00095,95 Rue Didot 75014 Paris,75014,Paris,75,appartement,avant 1948,,43,F,F,387,constructed,2.316578923812901,48.82858824089077,75114,3,adresse_ban,bdnb-bg-HS9H-SH3Z-Z8SS,21.9,192,63.2,1885,PIERRE,ARDOISES - ZINC ALUMINIUM,7,19,Résidentiel collectif,,Non exposé,Géorisques
2675E1534514W,2026-06-08,THY21QFJQRQZ,75110_4497_00035,35 Rue d'Hauteville 75010 Paris,75010,Paris,75,appartement,avant 1948,,82.8,D,B,203,constructed,2.349834910896794,48.87358484598417,75110,1,adresse_ban,bdnb-bg-JP9D-BH94-DR4R,16.6,504,34.9,1830,BOIS - PIERRE,INDETERMINE,7,28,Résidentiel collectif,,Non exposé,Géorisques
2675E1533336O,2026-06-08,PAKT31MZAE7B,75110_4497_00043,43 Rue d'Hauteville 75010 Paris,75010,Paris,75,appartement,avant 1948,,31.9,B,A,109,constructed,2.35045554082262,48.87407640613434,75110,1,adresse_ban,bdnb-bg-KANP-VSVL-7BPX,15.7,167,34.8,1875,INDETERMINE,INDETERMINE,6,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1526976Y,2026-06-08,1MBVAR78Y7C8,75109_8299_00016,16 Rue Claude Rodier 75009 Paris,75009,Paris,75,appartement,avant 1948,,36.7,C,A,179,constructed,2.343017352936539,48.87812329971518,75109,2,adresse_ban,bdnb-bg-DCDX-SQ5S-6P1B,17.0,134,47.7,1903,MEULIERE,TUILES - ZINC ALUMINIUM,7,34,Résidentiel collectif,,Non exposé,Géorisques
2675E1538779X,2026-06-08,3NSVKXCYTX85,75102_6513_00055,55 Rue Montmartre 75002 Paris,75002,Paris,75,appartement,avant 1948,,21.9,E,C,363,constructed,2.344055361768195,48.86588180606596,75102,2,adresse_ban,bdnb-bg-C3K6-JKQX-S3W7,19.2,71,34.4,1860,MEULIERE - PIERRE,ZINC ALUMINIUM,8,53,Résidentiel collectif,,Non exposé,Géorisques
2675E1525742M,2026-06-08,AHS5K86HGVGT,75111_6858_00101,101 Rue Oberkampf 75011 Paris,75011,Paris,75,appartement,avant 1948,1830,50.3,D,B,213.2,constructed,2.377094833597541,48.86570051710375,75111,3,adresse_ban,bdnb-bg-MYUJ-VQYH-PGBN,12.6,569,42.9,1830,AUTRES,TUILES - ZINC ALUMINIUM,5,41,Résidentiel collectif,,Non exposé,Géorisques
2675E1533177L,2026-06-08,7VJZEXY6VFC2,75118_2118_00112,112 Rue de Clignancourt 75018 Paris,75018,Paris,75,appartement,1948-1974,,29.1,E,E,264,constructed,2.349667736506532,48.89281505921405,75118,3,adresse_ban,bdnb-bg-SG4F-WV53-PZXD,22.9,956,52.2,1965,BETON - BRIQUES,BETON,9,128,Résidentiel collectif,,Non exposé,Géorisques
2675E1529360Q,2026-06-08,XRTRXR12VGQW,75118_5188_00050,50 Rue Labat 75018 Paris,75018,Paris,75,appartement,avant 1948,,23.3,E,C,309,constructed,2.347262267213603,48.889162188324704,75118,1,adresse_ban,bdnb-bg-JYMK-WH6C-7333,27.2,173,67.7,1885,PIERRE - AUTRES,TUILES,5,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1538735F,2026-06-08,7SFKXJWFSJ4P,75114_4063_00064,64 Avenue du Général Leclerc 75014 Paris,75014,Paris,75,maison,avant 1948,1900,99.5,E,E,329,constructed,2.328193738893155,48.829819439925316,75114,1,adresse_ban,bdnb-bg-TDA7-DTRV-WU7G,16.9,192,64.6,1860,INDETERMINE,INDETERMINE,5,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1535556Y,2026-06-08,5838ZPNM7EX1,75117_2728_00002_b,2b Rue Descombes 75017 Paris,75017,Paris,75,appartement,avant 1948,,55.9,D,D,221,constructed,2.293552602655264,48.8842615338084,75117,1,adresse_ban,bdnb-bg-SVKG-4BG9-BTWT,21.0,160,35.0,1914,INDETERMINE,ARDOISES - ZINC ALUMINIUM,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1538055B,2026-06-08,1CV3VH17W78E,75111_8901_00041,41 Rue Sedaine 75011 Paris,75011,Paris,75,appartement,avant 1948,,46.1,F,C,398,constructed,2.3743541640936,48.85720118186639,75111,1,adresse_ban,bdnb-bg-YAFK-NWTX-AADG,18.6,767,32.4,1900,MEULIERE - PIERRE,ZINC ALUMINIUM,7,46,Résidentiel collectif,,Non exposé,Géorisques
2675E1538269H,2026-06-08,5FYJXVWX9NKW,75114_6090_00008,8 Rue des Mariniers 75014 Paris,75014,Paris,75,appartement,1948-1974,,48.1,D,C,183,constructed,2.311579821363055,48.82696246502587,75114,2,adresse_ban,bdnb-bg-SE7M-TJKZ-4NUF,39.4,655,64.2,1970,BETON,BETON,14,128,Résidentiel collectif,,Non exposé,Géorisques
2675E1534202W,2026-06-08,BSEGHF1WT5G1,75117_8847_00045,45 Rue de Saussure 75017 Paris,75017,Paris,75,immeuble,avant 1948,1945,,E,D,262.4,constructed,2.315068960380312,48.885112766110986,75117,1,adresse_ban,bdnb-bg-BNSZ-SRJN-P5PH,17.3,254,45.6,1927,MEULIERE,ARDOISES,6,21,Résidentiel collectif,,Non exposé,Géorisques
2675E1537758Q,2026-06-08,V9RV5TV149SG,75119_0073_00010,10 Villa de l'Adour 75019 Paris,75019,Paris,75,appartement,avant 1948,,28.1,G,C,531,constructed,2.386645643139579,48.875538862988414,75119,1,adresse_ban,bdnb-bg-5BNN-1744-M853,12.4,44,97.0,1900,MEULIERE,ZINC ALUMINIUM,4,5,Résidentiel collectif,,Non exposé,Géorisques
2675E1533057V,2026-06-08,1S35YV8ACWB4,75111_9190_00034,34 Boulevard du Temple 75011 Paris,75011,Paris,75,appartement,avant 1948,,41.3,F,C,343,constructed,2.36586912718617,48.865297502401205,75111,2,adresse_ban,bdnb-bg-MQ85-L58P-PZQ8,17.8,410,36.0,1838,BOIS - MEULIERE,TUILES,8,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1534465Z,2026-06-08,27CW4SEBXTGF,75106_6444_00008,8 Rue Monsieur Le Prince 75006 Paris,75006,Paris,75,appartement,avant 1948,1789,23.4,D,B,219,constructed,2.339238270117904,48.85116369743673,75106,1,adresse_ban,bdnb-bg-B4SE-YBY7-D4H8,15.8,208,41.1,1880,PIERRE,ARDOISES - ZINC ALUMINIUM,6,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1529103T,2026-06-08,DADYJS6JJPPP,75105_3998_00039,39 Rue Gay-Lussac 75005 Paris,75005,Paris,75,appartement,avant 1948,,39.9,C,C,125,constructed,2.343346651468875,48.84347148564767,75105,1,adresse_ban,bdnb-bg-XAMU-5MDA-2RVU,9.4,59,53.9,,INDETERMINE,INDETERMINE,5,15,Tertiaire & Autres,,Non exposé,Géorisques
2675E1527690K,2026-06-08,AWNKNJW8GD7B,75117_5329_00016,16 Rue Lantiez 75017 Paris,75017,Paris,75,appartement,avant 1948,1920,37,E,C,324,constructed,2.323529322321791,48.89434740228076,75117,1,adresse_ban,bdnb-bg-VZYH-EFV4-5TXW,21.9,193,39.7,1890,AUTRES,ARDOISES - ZINC ALUMINIUM,7,30,Résidentiel collectif,,Non exposé,Géorisques
2675E1531217B,2026-06-08,5CQ38R84CWKG,75116_9761_00161,161 Avenue Victor Hugo 75016 Paris,75016,Paris,75,appartement,avant 1948,1851,83.7,E,E,282.3,constructed,2.278349047073353,48.86646504352971,75116,2,adresse_ban,bdnb-bg-P4MH-G6KZ-RR3T,24.3,494,55.1,1920,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,7,14,Résidentiel collectif,,Non exposé,Géorisques
2675E1537674K,2026-06-08,KKW6K79DPGER,75117_5228_00022,22 Rue la Condamine 75017 Paris,75017,Paris,75,appartement,avant 1948,,43.3,E,B,264,constructed,2.323243921783804,48.88749218139398,75117,2,adresse_ban,bdnb-bg-4PLM-FEML-298S,19.9,535,58.0,1901,PIERRE,ARDOISES - ZINC ALUMINIUM,7,36,Résidentiel collectif,,Non exposé,Géorisques
2675E1536152W,2026-06-08,BTDZM8R6RMHK,75112_2618_00008,8 Cité Debergue 75012 Paris,75012,Paris,75,appartement,avant 1948,,32.4,C,B,185,constructed,2.404588563494405,48.845945251847766,75112,1,adresse_ban,bdnb-bg-FJE5-HBG1-RB1U,4.9,97,48.0,1845,PIERRE,TUILES,3,9,Résidentiel collectif,,Non exposé,Géorisques
2675E1533174I,2026-06-08,PAKT31MZAE7B,75110_4497_00043,43 Rue d'Hauteville 75010 Paris,75010,Paris,75,appartement,avant 1948,,31.7,C,A,116,constructed,2.35045554082262,48.87407640613434,75110,1,adresse_ban,bdnb-bg-KANP-VSVL-7BPX,15.7,167,34.8,1875,INDETERMINE,INDETERMINE,6,10,Résidentiel collectif,,Non exposé,Géorisques
2675E1536713L,2026-06-08,29T123T3CQRT,75119_4481_00001,1 Rue Hassard 75019 Paris,75019,Paris,75,appartement,1989-2000,1990,75.9,D,B,198,constructed,2.383580266481825,48.87830306156404,75119,5,adresse_ban,bdnb-bg-J3CK-XVF6-YR4J,34.1,1041,99.0,1976,BETON,BETON,12,179,Résidentiel collectif,,Non exposé,Géorisques
2675E1526096C,2026-06-08,8TWX33RBVFAZ,75105_6432_00012,12 Rue Monge 75005 Paris,75005,Paris,75,appartement,avant 1948,,26.9,F,C,384,constructed,2.348988539553008,48.84887636576087,75105,1,adresse_ban,bdnb-bg-88PF-F6NG-6RQ8,19.8,102,37.7,1850,BRIQUES - PIERRE,ARDOISES - ZINC ALUMINIUM,8,75,Résidentiel collectif,,Non exposé,Géorisques
2675E1537895X,2026-06-08,8P4D2JPEN1HM,75108_6645_00008,8 Rue Murillo 75008 Paris,75008,Paris,75,appartement,avant 1948,,18,C,C,146,constructed,2.308572218751061,48.87805589860727,75108,2,adresse_ban,bdnb-bg-A51R-MCLZ-UEP6,17.4,760,47.0,1860,PIERRE,TUILES,5,11,Résidentiel collectif,,Non exposé,Géorisques
2675E1528347R,2026-06-08,1B97KFVDQ3GH,75118_5263_00001,1 Rue Lagille 75018 Paris,75018,Paris,75,immeuble,avant 1948,,,G,F,565,constructed,2.328323274749957,48.89494913373559,75118,2,adresse_ban,bdnb-bg-HXRY-RBDK-716H,15.0,120,48.0,1890,BRIQUES,ZINC ALUMINIUM,7,12,Résidentiel collectif,,Non exposé,Géorisques
2675E1538141J,2026-06-08,4YZDS97R8Z26,75115_5814_00021,21 Rue de Lourmel 75015 Paris,75015,Paris,75,appartement,1948-1974,,49,E,D,269,constructed,2.291520277307328,48.84930511342908,75115,2,adresse_ban,bdnb-bg-BYGL-XCM6-42FY,23.8,506,34.0,1974,INDETERMINE,INDETERMINE,11,136,Résidentiel collectif,,Non exposé,Géorisques
2675E1537456A,2026-06-08,FXXAJEYDTGNF,75116_7063_00022,22 Rue Parent de Rosan 75016 Paris,75016,Paris,75,appartement,1948-1974,,49.9,E,E,288,constructed,2.260016195211643,48.84044654472904,75116,3,adresse_ban,bdnb-bg-3PPJ-JRCJ-JQAK,22.9,213,37.1,1954,PIERRE,AUTRES,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1531909R,2026-06-08,MMHZN7Q1JVRK,75114_4002_00037,37 Rue Gazan 75014 Paris,75014,Paris,75,appartement,1948-1974,1955,51.3,D,D,241,constructed,2.34094457970557,48.822242928324755,75114,4,adresse_ban,bdnb-bg-5HUG-JXB6-EBE1,33.6,775,54.8,1955,BETON - BRIQUES,BETON,11,86,Résidentiel collectif,,Non exposé,Géorisques
2675E1527569T,2026-06-08,FN6TZG566JAZ,75115_9902_00032,32 Rue des Volontaires 75015 Paris,75015,Paris,75,appartement,1948-1974,,93,D,D,224,constructed,2.308111568041086,48.84093851097113,75115,2,adresse_ban,bdnb-bg-LXTE-BRHG-BP83,13.9,605,47.3,1963,BETON - BRIQUES,BETON,8,41,Résidentiel collectif,,Non exposé,Géorisques
2675E1529026U,2026-06-08,VGKTM4V64SNJ,75114_0143_00177,177 Rue d'Alésia 75014 Paris,75014,Paris,75,appartement,avant 1948,,49.4,D,B,241,constructed,2.317410594100507,48.83084887466251,75114,1,adresse_ban,bdnb-bg-AD6L-MZ4X-MLWR,20.2,298,60.9,1899,MEULIERE - PIERRE,ZINC ALUMINIUM,7,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1530976U,2026-06-08,J5GR5HVJKZWM,75109_0646_00036,36 Rue Ballu 75009 Paris,75009,Paris,75,appartement,avant 1948,1860,42.2,E,E,244,constructed,2.328926379650238,48.88240210166921,75109,3,adresse_ban,bdnb-bg-JXD4-XHFJ-AS25,18.1,543,55.9,1860,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1535010Y,2026-06-08,CZC1HAEFD44H,75117_8149_00052,52 Rue Rennequin 75017 Paris,75017,Paris,75,appartement,avant 1948,1900,157,D,D,212,constructed,2.295971649171054,48.88339504973845,75117,1,adresse_ban,bdnb-bg-LCPE-6AYG-Z9L2,22.1,207,36.2,1910,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,7,Résidentiel collectif,,Non exposé,Géorisques
2675E1529783X,2026-06-08,R7EQTZ4VTYW7,75118_3029_00020,20 Rue Durantin 75018 Paris,75018,Paris,75,appartement,avant 1948,,21.4,E,C,357,constructed,2.336924323304225,48.88627767302817,75118,1,adresse_ban,bdnb-bg-KBRG-QF6K-ZKDA,19.1,26,88.7,1880,BRIQUES,ZINC ALUMINIUM,6,15,Résidentiel collectif,,Non exposé,Géorisques
2675E1532396K,2026-06-08,W3739M3A48VR,75108_9470_00023,23 Rue Tronchet 75008 Paris,75008,Paris,75,appartement,1989-2000,1993,121.7,C,B,158.4,constructed,2.325946260161674,48.872477565811835,75108,1,adresse_ban,bdnb-bg-N7Y2-VVBB-J8A3,21.5,240,31.3,1850,BOIS - MEULIERE,ZINC ALUMINIUM,8,12,Résidentiel collectif,,Non exposé,Géorisques
2675E1526473P,2026-06-08,KHGWRKE98TH6,75114_4458_00084,84 Rue Hallé 75014 Paris,75014,Paris,75,appartement,avant 1948,,31.9,D,C,218,constructed,2.331096817632575,48.82859123347822,75114,1,adresse_ban,bdnb-bg-L83S-KP31-HZ6F,20.4,128,62.5,1915,BRIQUES,ARDOISES,7,20,Résidentiel collectif,,Non exposé,Géorisques
2675E1525858Y,2026-06-08,B9W4VGCP8TED,75105_6581_00083,83 Rue Mouffetard 75005 Paris,75005,Paris,75,appartement,avant 1948,,37.8,F,C,335,constructed,2.349844052123782,48.84189996072233,75105,1,adresse_ban,bdnb-bg-CWGD-D15Y-YZLQ,17.2,121,46.2,1800,AGGLOMERE,ZINC ALUMINIUM,6,13,Résidentiel collectif,,Non exposé,Géorisques
2675E1536832A,2026-06-08,2616KR4GEFQX,75114_7546_00010,10 Rue Poinsot 75014 Paris,75014,Paris,75,appartement,1983-1988,1983,71,C,C,136,constructed,2.322714308841715,48.84088269666066,75114,1,adresse_ban,bdnb-bg-YWVB-VG9T-ZP3A,6.5,683,55.0,1868,INDETERMINE,INDETERMINE,6,25,Résidentiel collectif,,Non exposé,Géorisques
2675E1534146S,2026-06-08,4WHNTAY2N8QC,75118_7755_00011,11 Rue du Poteau 75018 Paris,75018,Paris,75,appartement,avant 1948,,86,F,F,347,constructed,2.342790548191402,48.8930944061044,75118,1,adresse_ban,bdnb-bg-GLUH-XB41-7J9P,19.8,198,58.0,1880,MEULIERE - PIERRE,ARDOISES - ZINC ALUMINIUM,7,12,Résidentiel collectif,,Non exposé,Géorisques
2675E1532548G,2026-06-08,WYYGRFRK9A3C,75119_1576_00010,10 Rue des Carrières d'Amérique 75019 Paris,75019,Paris,75,appartement,avant 1948,,28.4,E,C,340,constructed,2.393071639242851,48.88463500362096,75119,2,adresse_ban,bdnb-bg-L4B8-C2KW-SFBN,2.2,112,66.5,1880,BRIQUES,TUILES,2,6,Résidentiel collectif,,Non exposé,Géorisques
2675E1534257Z,2026-06-08,YBW7W6XQ7VCP,75115_2300_00016,16 Rue de la Convention 75015 Paris,75015,Paris,75,appartement,1989-2000,,63.7,D,D,210,constructed,2.278884450649856,48.84503110287038,75115,4,adresse_ban,bdnb-bg-QSM7-3J8L-BPVY,27.2,962,31.4,1963,BETON - BRIQUES,AUTRES,10,71,Résidentiel collectif,,Non exposé,Géorisques
